"id"	"host_id"	"host_name"	"borough"	"number_reviews"	"review_scores"	"scaled_scores"	"losing_scores"	"price"	"room_type"	"minimum_nights"	"area"	"rental_price"	"availability_2017"	"availability_2018"	"availability_total"
9618986	49764808	"Danielle"	"Brooklyn"	95	5.74	57.37	42.63	239	"Entire home/apt"	2	2022.6	3880.1	346	327	673
13216565	74120397	"Alessia & Irene"	"Manhattan"	57	8.4	84.02	15.98	291	"Entire home/apt"	3	3544.6	4767.3	0	18	18
13379688	76040827	"Gregory"	"Manhattan"	63	9.47	94.75	5.25	205	"Private room"	1	1499.4	2316.9	29	33	62
4662584	20559017	"Yohan"	"Manhattan"	54	4.83	48.31	51.69	160	"Private room"	15	1347.5	1722.6	228	220	448
2339174	11947194	"Alina And Gene"	"Manhattan"	113	8.65	86.5	13.5	232	"Private room"	3	1711	4738.4	44	47	91
2043329	10478532	"Erin"	"Manhattan"	82	9.5	95.04	4.96	242	"Entire home/apt"	2	3758	3340.9	0	9	9
16163691	10084252	"Giacomo"	"Manhattan"	84	9.38	93.82	6.18	281	"Entire home/apt"	3	2120.5	4441.2	105	104	209
690960	3531317	"Ingrid"	"Brooklyn"	86	8.15	81.51	18.49	194	"Private room"	2	1647	4131	215	208	423
9699559	3655401	"Stephen"	"Manhattan"	72	9.08	90.76	9.24	274	"Entire home/apt"	3	2115.8	4703.5	0	28	28
116551	497672	"Charlie 1F"	"Manhattan"	128	6.25	62.49	37.51	157	"Entire home/apt"	1	1864.6	3283.3	163	159	322
13495567	77375500	"Chelly"	"Manhattan"	92	9.47	94.67	5.33	234	"Private room"	3	1725.7	2568.5	1	9	10
14901070	92631092	"Nicole"	"Manhattan"	94	9.36	93.56	6.44	271	"Private room"	1	1999.7	4525.9	358	337	695
8648134	15954226	"Jen"	"Brooklyn"	69	9.58	95.82	4.18	264	"Entire home/apt"	7	2257.4	3647.2	0	21	21
11755010	32122151	"Matteo"	"Queens"	43	9.81	98.09	1.91	248	"Entire home/apt"	1	3448.7	3412.7	0	13	13
8865020	46404051	"Brenda"	"Manhattan"	49	9.21	92.13	7.87	319	"Entire home/apt"	1	3050	5380.2	0	19	19
12093559	5869629	"Zack"	"Manhattan"	74	8.12	81.17	18.83	224	"Entire home/apt"	1	1841	3463	0	31	31
2416104	12348871	"Hetty"	"Brooklyn"	93	9.57	95.7	4.3	304	"Entire home/apt"	2	3318	4069.6	0	21	21
16038595	8800961	"Kelly"	"Manhattan"	85	8.5	85.03	14.97	189	"Private room"	1	1445.2	3488.4	4	12	16
14599247	62661922	"Aviva"	"Manhattan"	85	9.49	94.9	5.1	303	"Entire home/apt"	1	2601.2	4662.3	165	161	326
13432623	76606309	"Sherry"	"Manhattan"	111	8.72	87.16	12.84	245	"Private room"	1	1800.3	3439.7	134	131	265
17877404	122399106	"Nicole"	"Manhattan"	79	9.23	92.34	7.66	271	"Entire home/apt"	4	2475.9	4375	199	193	392
10888320	971075	"Jabari"	"Bronx"	20	8.02	80.19	19.81	247	"Entire home/apt"	1	2462.8	3594.9	167	162	329
553565	567226	"Yah"	"Manhattan"	96	8.56	85.59	14.41	231	"Entire home/apt"	10	1800.5	3065.6	293	281	574
10153267	52110593	"Scott"	"Brooklyn"	91	8.59	85.91	14.09	243	"Entire home/apt"	1	2174.7	3706.3	355	335	690
17618772	10015020	"Jonathan"	"Brooklyn"	68	7.96	79.6	20.4	252	"Entire home/apt"	2	2514.7	2572.5	54	56	110
8693545	42421006	"Jose"	"Manhattan"	101	9.45	94.45	5.55	206	"Private room"	1	1537.7	3098.9	331	315	646
1895795	4522887	"Vicky"	"Brooklyn"	83	8.24	82.42	17.58	134	"Shared room"	1	1117.5	2425.5	180	174	354
8989542	46959721	"Katelyn"	"Manhattan"	84	9.48	94.76	5.24	332	"Entire home/apt"	2	2918.6	5518.9	360	338	698
14186028	85974062	"Josh"	"Brooklyn"	106	9.72	97.23	2.77	263	"Entire home/apt"	1	2544.3	3030.4	250	241	491
17666014	53286987	"Amy"	"Queens"	24	9.85	98.5	1.5	183	"Private room"	1	1637.4	2492	9	16	25
13859059	79682330	"Maria"	"Brooklyn"	89	9.16	91.63	8.37	154	"Private room"	1	1436.3	2774	354	334	688
12582348	34546087	"Rina"	"Queens"	48	9.82	98.2	1.8	183	"Private room"	1	1721.3	2461	9	16	25
6349111	10562062	"Dajana"	"Manhattan"	25	9.39	93.89	6.11	299	"Private room"	2	2288.7	4674.5	0	18	18
1934447	8152965	"Samantha"	"Manhattan"	97	9.45	94.46	5.54	196	"Private room"	2	1514.4	2248.6	227	219	446
2563611	1163315	"Craig"	"Manhattan"	78	9.34	93.43	6.57	255	"Private room"	1	1919.8	3862.5	28	32	60
1960358	10129919	"Jorge"	"Brooklyn"	138	8.93	89.28	10.72	214	"Entire home/apt"	2	2112.3	2699.9	151	147	298
15692740	62763569	"Yuting"	"Brooklyn"	58	9.78	97.76	2.24	185	"Private room"	3	1609.5	2444	0	9	9
1217046	645887	"Theresa"	"Brooklyn"	125	9.68	96.82	3.18	318	"Entire home/apt"	3	3616.9	4661.7	301	288	589
10525911	41177070	"Dennis"	"Brooklyn"	88	9.67	96.7	3.3	332	"Entire home/apt"	3	3468.5	6733.2	11	17	28
2933406	14978241	"Audrey"	"Manhattan"	98	9.21	92.07	7.93	254	"Entire home/apt"	2	2363.3	5255.2	21	26	47
17420988	117831429	"Elliott"	"Brooklyn"	79	9.79	97.87	2.13	176	"Private room"	1	1577.8	2666.3	20	25	45
2141411	10928534	"Lexi & Arden"	"Manhattan"	119	9.33	93.33	6.67	228	"Private room"	1	1683.4	2882.9	50	52	102
13587368	78128452	"Yaya"	"Brooklyn"	72	9.65	96.48	3.52	248	"Private room"	2	2015.9	4374.9	171	166	337
15916931	34608427	"MariaLuisa"	"Manhattan"	82	9.35	93.54	6.46	223	"Private room"	3	1697.4	3245.7	146	142	288
14894267	10459594	"S."	"Manhattan"	32	9.38	93.81	6.19	292	"Entire home/apt"	7	4693	4908.1	59	61	120
6654202	34824417	"Kate"	"Manhattan"	88	8.31	83.12	16.88	287	"Entire home/apt"	3	3361.9	4640.9	171	166	337
2565071	3343457	"Don"	"Manhattan"	96	9.35	93.51	6.49	252	"Private room"	3	1861.5	3656.3	278	267	545
9196408	47838741	"Ibrahima"	"Manhattan"	52	8.87	88.73	11.27	199	"Private room"	5	1498.7	3148.9	63	64	127
13034660	45093006	"Jess"	"Queens"	39	9.86	98.57	1.43	272	"Entire home/apt"	1	3919.8	3866.8	330	315	645
15544377	9243105	"Sam & Emily"	"Brooklyn"	90	9.64	96.38	3.62	200	"Private room"	2	1711.4	2270.4	4	12	16
5694862	12419033	"Rachel"	"Brooklyn"	103	9.07	90.71	9.29	260	"Private room"	1	2190.1	3548.3	336	319	655
15805484	23831238	"Liz"	"Manhattan"	84	9.36	93.59	6.41	300	"Entire home/apt"	3	4189.8	3759.6	16	21	37
646486	3240533	"Lily"	"Manhattan"	97	9.27	92.72	7.28	307	"Entire home/apt"	4	2432.2	4151.2	0	16	16
14987516	94467583	"Cliff"	"Queens"	46	9.76	97.63	2.37	222	"Entire home/apt"	1	3076.1	4512.2	90	90	180
7075103	37096607	""	"Manhattan"	60	9.3	93.04	6.96	286	"Entire home/apt"	2	5079.4	4346	0	15	15
16500072	108393975	"Hazem"	"Manhattan"	64	9.35	93.47	6.53	326	"Private room"	1	2515.2	4985.1	90	90	180
3196836	10135066	"Luis"	"Brooklyn"	41	9.55	95.47	4.53	274	"Entire home/apt"	1	4295.1	3392.5	116	114	230
10165663	52183960	"Michael & Bethany"	"Brooklyn"	112	8.91	89.07	10.93	249	"Entire home/apt"	2	3919	3488.8	179	174	353
1229484	6706914	"Leanne"	"Brooklyn"	50	9.71	97.08	2.92	114	"Private room"	1	1331.8	1689.7	0	14	14
246896	1217923	"Kevin"	"Brooklyn"	88	9.57	95.66	4.34	206	"Private room"	3	1796	3070.2	365	336	701
2371632	10721506	"Lee & Kumar"	"Queens"	73	8.96	89.6	10.4	237	"Entire home/apt"	3	2202.6	3660.3	251	242	493
15812102	101878015	"Aude"	"Brooklyn"	71	8.13	81.29	18.71	136	"Private room"	1	1382.7	2016	221	214	435
834871	1304923	"Tim"	"Queens"	65	8.95	89.54	10.46	230	"Entire home/apt"	4	2615.3	3371.5	347	328	675
3924619	1216362	"Camila And Emmie"	"Brooklyn"	92	8.05	80.46	19.54	255	"Private room"	1	2148.7	3372.8	365	334	699
7957397	7990949	"Bethel"	"Brooklyn"	60	9.57	95.65	4.35	211	"Entire home/apt"	4	4735.5	3431.7	0	23	23
14236416	20132009	"Karen"	"Manhattan"	83	9.43	94.26	5.74	274	"Entire home/apt"	3	3305.9	3017.6	143	140	283
8106774	7380428	"Mel"	"Manhattan"	101	8.27	82.69	17.31	282	"Entire home/apt"	7	2526.6	4538.8	95	94	189
18019458	110136578	"Chris"	"Manhattan"	31	9.44	94.44	5.56	308	"Entire home/apt"	1	3718.9	4630.1	124	122	246
478385	2368133	"Jimmy"	"Manhattan"	116	9.19	91.92	8.08	277	"Entire home/apt"	3	2331.4	4733.3	310	296	606
15787497	102122853	"Afak"	"Queens"	47	9.83	98.33	1.67	173	"Private room"	2	1636.2	1988.3	72	73	145
13743061	33924634	"Drew"	"Manhattan"	104	9.49	94.9	5.1	333	"Entire home/apt"	2	3128.5	4703.1	327	312	639
7893768	9772800	"Tania"	"Brooklyn"	119	9.6	96.01	3.99	175	"Private room"	1	1611.3	2232.6	279	268	547
5477842	2294656	"Kirby"	"Brooklyn"	106	9.71	97.15	2.85	249	"Private room"	1	2007.9	4336.8	283	272	555
3859690	900415	"Kersten"	"Brooklyn"	127	9.16	91.6	8.4	207	"Private room"	4	1738.1	2750	1	9	10
411525	1697784	"Jonathan And Sarah"	"Brooklyn"	115	9.57	95.74	4.26	206	"Private room"	4	1750.1	2063.9	266	256	522
11945842	63784329	"Avis"	"Manhattan"	83	9.51	95.12	4.88	221	"Private room"	3	1606.8	2780.4	312	298	610
9370370	48618336	"Yvonne"	"Queens"	62	8.95	89.51	10.49	201	"Entire home/apt"	365	2058.8	2419.9	322	308	630
16136287	15863391	"Cyril"	"Brooklyn"	74	8.33	83.31	16.69	185	"Private room"	3	1622	2454.5	32	36	68
894093	4644172	"Sheena"	"Queens"	67	9.8	98.04	1.96	168	"Private room"	1	1546.8	3121.5	347	328	675
3891031	20133610	"Shi Qing"	"Manhattan"	87	8.54	85.39	14.61	267	"Private room"	365	2007.3	4967.2	365	336	701
2266098	13670664	"Chloe"	"Manhattan"	86	9.49	94.89	5.11	256	"Private room"	1	1912	4111.9	139	136	275
6973159	4225192	"Gaby"	"Brooklyn"	55	8.35	83.5	16.5	150	"Private room"	1	1469.8	765.9	0	11	11
5303100	25854571	"Bryn"	"Brooklyn"	75	9.63	96.3	3.7	170	"Private room"	1	1508.4	2649.2	0	18	18
9969761	6509618	"Lauren"	"Manhattan"	96	9.06	90.58	9.42	292	"Entire home/apt"	1	4169.6	4455.9	177	172	349
646391	147388	"Mary & Juan"	"Brooklyn"	105	8.83	88.27	11.73	160	"Shared room"	4	1181.4	3236.8	11	17	28
1055674	4218130	"Tammy"	"Manhattan"	87	9.31	93.14	6.86	300	"Entire home/apt"	1	2860	4509.3	138	135	273
16101054	13224803	"Roxana"	"Manhattan"	74	9.5	95.01	4.99	292	"Entire home/apt"	4	2244.1	4739.8	4	12	16
4620262	1599319	"Lakshmi"	"Manhattan"	77	9.3	93.01	6.99	192	"Private room"	7	1469.3	3482.7	0	30	30
602888	177724	"Lauren"	"Manhattan"	89	9.26	92.61	7.39	305	"Entire home/apt"	2	2334.7	4090.2	0	16	16
2175879	10953969	"Jackie"	"Manhattan"	117	8.53	85.34	14.66	299	"Entire home/apt"	3	4145.7	4946.4	244	235	479
16395047	63645243	"Remy"	"Manhattan"	76	8.82	88.16	11.84	213	"Private room"	2	1615.2	3136.2	105	104	209
12209026	7544302	"Ethan Lowens"	"Manhattan"	55	7.35	73.46	26.54	245	"Private room"	3	1863	5342.5	0	39	39
15582903	35414545	"Nick"	"Manhattan"	75	9.35	93.52	6.48	235	"Private room"	1	1760.2	4003.9	233	225	458
8045552	42488595	"Toni"	"Queens"	68	8.95	89.53	10.47	222	"Entire home/apt"	2	2547.4	3972.9	203	197	400
7966929	42037915	"Andrew"	"Brooklyn"	128	9.71	97.12	2.88	289	"Entire home/apt"	1	3172.4	3161.3	157	153	310
6909933	25009440	"Jill"	"Brooklyn"	76	8.92	89.15	10.85	294	"Entire home/apt"	2	3264.7	4846.4	0	11	11
959349	1797637	"Daniel"	"Brooklyn"	73	8.85	88.46	11.54	282	"Entire home/apt"	1	2956.3	3984	0	15	15
8956253	46810144	"Emmanoele"	"Brooklyn"	100	9.17	91.66	8.34	233	"Private room"	2	1898.1	3617.1	275	264	539
62230	302772	"Cheryl"	"Manhattan"	100	8.8	88.03	11.97	246	"Private room"	3	1843.8	2956.9	364	337	701
9835950	2409133	"Kristy"	"Brooklyn"	89	9.79	97.85	2.15	199	"Private room"	1	1717.8	3187.7	115	113	228
9725232	290908	"Claudia"	"Brooklyn"	119	8.93	89.32	10.68	260	"Entire home/apt"	6	2713.6	3731.4	141	138	279
9936109	970003	"Cyntia"	"Manhattan"	49	9.17	91.65	8.35	304	"Entire home/apt"	3	2998.8	4148.2	0	21	21
17283498	1358532	"Davis"	"Brooklyn"	90	9.68	96.85	3.15	218	"Private room"	2	1881.6	2429.2	62	63	125
3299862	9487431	"Ignacio"	"Brooklyn"	97	7.82	78.25	21.75	219	"Private room"	3	1849.5	2872.7	250	241	491
16725242	85001260	"Valentin"	"Brooklyn"	40	8.15	81.51	18.49	131	"Private room"	1	1359	2138.8	0	18	18
18240632	64425305	"Links"	"Bronx"	48	8.46	84.56	15.44	198	"Private room"	2	1768.5	1871	362	338	700
18269478	15268521	"Siddharth"	"Manhattan"	59	9.35	93.5	6.5	312	"Entire home/apt"	1	2789.5	4588.2	154	150	304
16617969	7005192	"James"	"Manhattan"	51	9.39	93.93	6.07	248	"Entire home/apt"	7	3553.4	3529.4	0	13	13
17629529	103619582	"Alejandro"	"Brooklyn"	74	9.09	90.93	9.07	197	"Private room"	4	1662	3281.3	177	172	349
9436315	13852604	"Meg"	"Brooklyn"	63	8.7	86.98	13.02	266	"Entire home/apt"	2	2287	3688.8	316	302	618
10341932	43865673	"Amos N. And Carol"	"Manhattan"	109	9.49	94.91	5.09	403	"Entire home/apt"	2	3836.2	6750.1	308	295	603
14886702	55977047	"Kristina"	"Brooklyn"	67	9.79	97.87	2.13	198	"Private room"	5	1714.2	2327.7	0	9	9
10086885	49081011	"Tamara"	"Brooklyn"	89	8.71	87.1	12.9	225	"Entire home/apt"	2	2849.9	3285.6	349	329	678
11707576	818753	"Jamie"	"Manhattan"	73	8.55	85.48	14.52	234	"Private room"	2	1753.2	3465.6	0	27	27
13168323	73569675	"Luke"	"Brooklyn"	72	5.79	57.91	42.09	209	"Entire home/apt"	4	2227.2	2483.5	116	114	230
11971212	38378616	"Eleni"	"Brooklyn"	81	9.67	96.7	3.3	214	"Private room"	1	1760.1	2030.8	0	15	15
6237443	32305413	"Laurence"	"Brooklyn"	116	9.64	96.45	3.55	225	"Private room"	3	1863.2	3544.6	43	46	89
15068460	94682993	"Sheila"	"Manhattan"	63	9.5	95.04	4.96	315	"Private room"	3	2426.1	5201.5	364	336	700
14152618	41577716	"Terri"	"Manhattan"	89	9.1	90.97	9.03	289	"Entire home/apt"	2	3976.9	4337.5	93	92	185
6384383	1245695	"Chris"	"Manhattan"	75	9.5	94.99	5.01	303	"Private room"	1	2336.9	2866.9	364	336	700
9733227	4396337	"Nicolo"	"Brooklyn"	64	9.52	95.2	4.8	285	"Entire home/apt"	14	2642.7	3942.9	0	32	32
9411206	48797771	"Vik"	"Manhattan"	111	8.39	83.86	16.14	356	"Entire home/apt"	1	3356.9	6277.4	260	250	510
18054022	7748187	"Adam"	"Manhattan"	54	9.45	94.49	5.51	259	"Private room"	1	1934.5	4192.6	56	58	114
7345868	38483415	"Florentino"	"Manhattan"	111	7.18	71.79	28.21	298	"Entire home/apt"	1	3215.1	4091.1	233	225	458
17285141	116592039	"Fairy & J"	"Brooklyn"	86	9.52	95.18	4.82	272	"Entire home/apt"	2	3436.1	3603	1	10	11
12731689	1911171	"Justin"	"Manhattan"	89	8.3	83.05	16.95	323	"Entire home/apt"	2	2713.5	4258.4	64	65	129
16011441	101602599	"M"	"Queens"	37	9.79	97.9	2.1	246	"Entire home/apt"	3	2117.2	4239.1	364	337	701
11671236	48142178	"Pedro & Gabrielle"	"Queens"	68	9.23	92.3	7.7	198	"Private room"	1	1819.7	2482.4	344	325	669
14786665	12846490	"Ben"	"Brooklyn"	79	8.75	87.55	12.45	188	"Entire home/apt"	3	1899.9	2520.1	97	96	193
1096511	364499	"If??"	"Manhattan"	136	8.82	88.16	11.84	225	"Private room"	2	1709.3	4028.7	330	315	645
8800573	20761725	"Aldana"	"Brooklyn"	71	9.68	96.82	3.18	284	"Entire home/apt"	2	3152.2	3968.4	363	339	702
11159093	57466132	"Kevin"	"Brooklyn"	64	9.74	97.43	2.57	192	"Private room"	2	1672.8	1924.2	267	257	524
1785187	8222814	"Rock"	"Manhattan"	127	9.26	92.56	7.44	241	"Private room"	3	1780.9	3789.2	278	267	545
5784146	19446943	"Roger"	"Manhattan"	78	8.45	84.49	15.51	335	"Entire home/apt"	365	3665.9	4450.7	264	254	518
16069583	104689955	"Sonya"	"Brooklyn"	99	9.15	91.47	8.53	171	"Private room"	2	1537.4	2737.5	75	76	151
15547268	9270292	"Kyle"	"Brooklyn"	77	9.68	96.82	3.18	275	"Entire home/apt"	2	3235.6	4600.8	175	170	345
7637047	15090552	"Max"	"Manhattan"	68	9.46	94.6	5.4	287	"Entire home/apt"	1	2428.1	3881	0	11	11
9173061	8167329	"Katie"	"Manhattan"	82	9.23	92.3	7.7	235	"Entire home/apt"	1	2024.5	3448.1	0	18	18
4839016	24903878	"Herbie"	"Manhattan"	44	9.44	94.38	5.62	275	"Private room"	1	2027.2	3257.8	22	26	48
1988823	10256663	"Rachel"	"Manhattan"	116	8.3	83	17	283	"Entire home/apt"	2	2888.9	4634.9	116	114	230
11343850	16792201	"Ileana"	"Manhattan"	74	9.47	94.72	5.28	277	"Private room"	3	2069.6	4499.7	11	17	28
195578	304493	"Erika"	"Brooklyn"	99	9.63	96.28	3.72	200	"Private room"	1	1713.7	3996.2	92	91	183
2194263	6165258	"Gita"	"Manhattan"	90	8.8	87.97	12.03	222	"Private room"	1	1634	3721.2	365	333	698
3106001	14876123	"Israel"	"Manhattan"	90	9.04	90.41	9.59	256	"Entire home/apt"	1	4195.4	3341.9	9	16	25
1546518	66193	"Brennan"	"Brooklyn"	134	8.87	88.67	11.33	337	"Entire home/apt"	2	3395.8	4366.1	81	81	162
13847526	81754218	"Yaffa"	"Brooklyn"	109	9.63	96.32	3.68	239	"Entire home/apt"	2	5017.9	1925.1	123	121	244
3268008	16525423	"Matt"	"Manhattan"	100	9.03	90.32	9.68	309	"Entire home/apt"	2	3096.3	4955.8	338	321	659
8024	22486	"Lisel"	"Brooklyn"	125	9.6	96.03	3.97	262	"Private room"	2	2192.2	4361.1	277	266	543
4860876	2503221	"Shuang"	"Brooklyn"	106	9.67	96.73	3.27	337	"Entire home/apt"	2	4780	4937	300	288	588
6184827	1912541	"Clayton"	"Brooklyn"	86	8.71	87.06	12.94	244	"Entire home/apt"	2	2395.8	3526.2	0	24	24
13547426	68733807	"Tracey"	"Brooklyn"	66	8.93	89.32	10.68	222	"Entire home/apt"	3	2714	2781.8	0	10	10
17298736	116703956	"Russell"	"Queens"	47	9.22	92.18	7.82	167	"Private room"	1	1578.1	2687.6	229	221	450
812462	1785800	"Marvet"	"Brooklyn"	78	8.91	89.11	10.89	182	"Private room"	5	1550.3	3228	358	337	695
11077282	38068387	"Xolie"	"Brooklyn"	101	8.84	88.39	11.61	270	"Entire home/apt"	2	2427.4	4725.6	327	312	639
3924506	452781	"Lian"	"Brooklyn"	85	9.7	96.98	3.02	217	"Private room"	1	1821.3	3286.2	0	14	14
12686241	30848788	"Jamie"	"Brooklyn"	95	9.02	90.23	9.77	160	"Private room"	2	1477.5	1791.6	89	89	178
13895453	82174908	"Eti"	"Manhattan"	105	6.92	69.16	30.84	360	"Entire home/apt"	1	3082.1	5793.6	160	156	316
4315562	6544582	"Matt"	"Brooklyn"	118	8.89	88.91	11.09	306	"Entire home/apt"	3	2964.7	5311.3	358	337	695
8763502	45955013	"Jason"	"Brooklyn"	119	8.65	86.54	13.46	273	"Entire home/apt"	2	2339.1	3709.1	130	127	257
17643715	11869046	"Mathias"	"Brooklyn"	65	9.72	97.16	2.84	254	"Private room"	1	2146	3629.4	320	306	626
15237705	85109278	"Randolf"	"Queens"	54	9.22	92.23	7.77	193	"Private room"	2	1724.8	2517.9	349	329	678
7017123	1163315	"Craig"	"Manhattan"	70	8.83	88.27	11.73	297	"Private room"	1	2286	4248.9	0	13	13
8753832	21180442	"Ed"	"Manhattan"	104	8.88	88.84	11.16	242	"Private room"	1	1808.9	4582.4	334	318	652
8409459	43108922	"Robbin"	"Brooklyn"	107	9.64	96.38	3.62	276	"Entire home/apt"	3	4254.4	3740.1	292	280	572
13495459	77374803	"Alessa"	"Manhattan"	58	9.04	90.4	9.6	297	"Entire home/apt"	5	2738.8	5479.6	61	62	123
12630490	68585220	"Drew"	"Queens"	59	8.98	89.85	10.15	239	"Entire home/apt"	1	3315.9	3620.8	325	310	635
14015346	28719517	"Katherine"	"Manhattan"	81	9	89.99	10.01	295	"Entire home/apt"	1	3040.4	4318.5	0	37	37
587698	807642	"Jeffrey"	"Brooklyn"	98	9.63	96.28	3.72	202	"Private room"	2	1739.1	3237.2	258	249	507
4662784	21688465	"William"	"Brooklyn"	121	7.74	77.41	22.59	336	"Entire home/apt"	2	3874.7	5598.5	265	255	520
16393396	5454075	"Sean  // Jon"	"Manhattan"	28	9.3	93.01	6.99	286	"Entire home/apt"	7	2253.6	4491.7	80	80	160
11649096	31307789	"Luffy"	"Queens"	50	9.24	92.4	7.6	169	"Private room"	15	1606.8	2748.3	180	174	354
13289834	140590	"Fraulein"	"Brooklyn"	82	8.75	87.52	12.48	259	"Entire home/apt"	4	2325.2	3491.6	104	103	207
7757589	10618598	"Alysha"	"Manhattan"	92	9.07	90.68	9.32	333	"Entire home/apt"	2	4320.5	5332.5	276	265	541
15790816	70963475	"Ji"	"Manhattan"	75	7.61	76.06	23.94	223	"Private room"	7	1676	3939.1	87	87	174
4244634	68578	"Rei"	"Brooklyn"	131	7.45	74.5	25.5	251	"Entire home/apt"	4	2323.1	3938.4	34	37	71
627432	3114411	"Stephen & Carla"	"Manhattan"	107	9.4	94.01	5.99	294	"Entire home/apt"	4	2232.1	4055.2	272	262	534
11370047	6669178	"Jay"	"Manhattan"	76	8.76	87.6	12.4	230	"Private room"	2	1693.4	2412.5	336	319	655
441860	2195782	""	"Brooklyn"	143	8.1	81.01	18.99	221	"Private room"	2	1858.7	3359.2	186	180	366
1556896	8288006	"Joyce"	"Manhattan"	79	9.31	93.06	6.94	294	"Entire home/apt"	7	2713.6	4336.1	189	183	372
16445930	27192086	"Asad"	"Brooklyn"	85	7.9	79.03	20.97	202	"Private room"	1	1753.8	3239.9	361	338	699
3403034	17161465	"Judette"	"Manhattan"	100	7.23	72.34	27.66	222	"Entire home/apt"	365	2011.8	3814.3	193	187	380
17698595	3480784	"Itzi"	"Brooklyn"	70	9.64	96.45	3.55	179	"Private room"	2	1607.2	2294.2	317	303	620
4059214	14413010	"Chris"	"Brooklyn"	126	7.87	78.68	21.32	192	"Private room"	1	1622.1	2337.5	287	275	562
10136996	51913826	"The Bowery House"	"Manhattan"	103	8.81	88.1	11.9	206	"Private room"	1	1618.5	3578.1	360	338	698
15819031	37433861	"Matthew"	"Queens"	38	8.95	89.48	10.52	245	"Entire home/apt"	1	2531.3	2736.2	58	60	118
17778426	81167930	"Larry"	"Brooklyn"	85	7.6	76.02	23.98	284	"Entire home/apt"	1	3456	4650.6	123	121	244
11992348	38461357	"Henry"	"Bronx"	12	4.88	48.77	51.23	240	"Entire home/apt"	7	2942.6	4161.7	365	336	701
823880	69685	"Anja"	"Manhattan"	137	8.81	88.14	11.86	207	"Private room"	1	1555.2	3339	43	46	89
7620114	11774451	"Jorge"	"Queens"	41	8.96	89.56	10.44	293	"Entire home/apt"	3	2894.1	3938.4	197	191	388
13923165	69376422	"Abbey"	"Manhattan"	70	9.43	94.33	5.67	150	"Private room"	2	1272.9	2558.8	0	14	14
16905585	112851539	"Jia"	"Manhattan"	86	9.25	92.46	7.54	315	"Entire home/apt"	4	3407.2	4557.7	262	252	514
13513223	77573592	"Rene"	"Manhattan"	62	9.5	94.99	5.01	276	"Private room"	7	2073.4	3172	358	337	695
8424178	25363769	"Darlene"	"Brooklyn"	103	8.89	88.87	11.13	307	"Entire home/apt"	2	3341.6	4244.4	149	145	294
17712115	120720914	"Roshan"	"Brooklyn"	68	9.61	96.12	3.88	123	"Private room"	1	1321.9	2454.1	311	297	608
8790941	46065617	"Hilah Hadaway"	"Brooklyn"	79	9	89.99	10.01	276	"Private room"	1	2204.5	4423.6	364	337	701
15296557	11757212	"Christina"	"Brooklyn"	91	8.96	89.63	10.37	171	"Private room"	2	1499.4	2175.2	278	267	545
4787201	7365719	"Annika"	"Brooklyn"	86	7.58	75.76	24.24	276	"Entire home/apt"	3	3004.9	4175.3	52	54	106
7480066	4336763	"Lary"	"Brooklyn"	58	9.55	95.52	4.48	264	"Entire home/apt"	1	2351.6	4843.2	0	27	27
4716376	21088743	"Connie"	"Queens"	54	9.81	98.09	1.91	248	"Private room"	1	2149.1	4736.7	32	36	68
1491991	7959444	"Molly"	"Brooklyn"	91	9.64	96.41	3.59	314	"Entire home/apt"	1	3083.9	4242.2	237	229	466
6570770	34366733	"Lee"	"Manhattan"	64	9.05	90.54	9.46	286	"Entire home/apt"	13	2715.1	4298.1	350	330	680
320900	836488	"Chelsea Home- Highline & Subway!"	"Manhattan"	146	9.25	92.45	7.55	297	"Entire home/apt"	3	2478.1	4940.9	252	243	495
1747440	4069585	"Liz"	"Brooklyn"	123	9.53	95.33	4.67	287	"Entire home/apt"	2	2441	4078.3	356	336	692
13282553	22656176	"Gabrielle"	"Manhattan"	47	9.28	92.79	7.21	296	"Entire home/apt"	1	3083.9	3693.2	0	16	16
2238030	11160340	"Jerome"	"Manhattan"	78	6.54	65.4	34.6	235	"Entire home/apt"	3	2396.4	4091.3	0	26	26
13669391	79340220	"Kathryn"	"Bronx"	19	9.88	98.8	1.2	213	"Entire home/apt"	1	4363.6	1612.9	309	296	605
15760197	42021173	"Aoife"	"Brooklyn"	63	9.73	97.35	2.65	176	"Private room"	5	1537.8	2869.5	0	12	12
15436190	98978751	"Liv"	"Brooklyn"	82	9.75	97.51	2.49	186	"Private room"	1	1626	3505.2	274	264	538
8032689	2073942	"Miriam"	"Brooklyn"	41	9.6	96.01	3.99	275	"Entire home/apt"	1	2499.1	4313.8	0	19	19
4753182	4225532	"Jon"	"Brooklyn"	99	8.77	87.66	12.34	239	"Entire home/apt"	1	2529.6	3394.6	36	39	75
2709503	5140339	"Anibal"	"Brooklyn"	76	8.09	80.89	19.11	238	"Private room"	365	1967.7	3224	90	90	180
9476397	40503875	"Hebert"	"Queens"	58	9.85	98.47	1.53	192	"Private room"	1	1675.2	3537.9	50	52	102
9264919	48126798	"Erry And Laverne"	"Brooklyn"	108	7.9	78.95	21.05	235	"Entire home/apt"	2	3231.3	4263.6	293	281	574
16018227	99487833	"Adrian"	"Manhattan"	70	9.13	91.3	8.7	294	"Entire home/apt"	2	2453.6	5102.2	39	42	81
