station,valid,metar
LAF,2021-10-09 19:00,KLAF 091900Z AUTO 15005KT 10SM CLR 28/17 A2988 RMK T02800170 VRB05KT  MADISHF
LAF,2021-10-09 19:05,KLAF 091905Z AUTO 17005KT 10SM CLR 27/17 A2988 RMK T02700170 MADISHF
LAF,2021-10-09 19:10,KLAF 091910Z AUTO 19007KT 10SM CLR 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 19:15,KLAF 091915Z AUTO 18007KT 10SM FEW060 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 19:20,KLAF 091920Z AUTO 18004KT 10SM CLR 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 19:25,KLAF 091925Z AUTO /////KT 10SM FEW075 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 19:30,KLAF 091930Z AUTO 15005KT 10SM SCT075 28/17 A2987 RMK T02800170 MADISHF
LAF,2021-10-09 19:35,KLAF 091935Z AUTO 13007KT 10SM FEW055 SCT075 28/17 A2987 RMK T02800170 MADISHF
LAF,2021-10-09 19:40,KLAF 091940Z AUTO 14007KT 10SM FEW055 SCT075 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 19:45,KLAF 091945Z AUTO 14007KT 10SM BKN075 27/17 A2987 RMK T02700170 WND 11V18  MADISHF
LAF,2021-10-09 19:50,KLAF 091950Z AUTO 14005KT 10SM BKN075 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 19:54,KLAF 091954Z 16005KT 10SM SCT075 27/17 A2987 RMK AO2 SLP111 T02670172
LAF,2021-10-09 19:55,KLAF 091955Z AUTO 16004KT 10SM SCT075 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 20:00,KLAF 092000Z AUTO 17005KT 10SM SCT070 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 20:05,KLAF 092005Z AUTO 15005KT 10SM SCT070 28/18 A2987 RMK T02800180 MADISHF
LAF,2021-10-09 20:10,KLAF 092010Z AUTO 15008KT 10SM SCT070 28/18 A2987 RMK T02800180 MADISHF
LAF,2021-10-09 20:15,KLAF 092015Z AUTO 16008KT 10SM FEW070 28/17 A2987 RMK T02800170 WND 12V20  MADISHF
LAF,2021-10-09 20:20,KLAF 092020Z AUTO 17005KT 10SM SCT065 SCT079 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 20:25,KLAF 092025Z AUTO 14007KT 10SM SCT065 BKN079 27/17 A2987 RMK T02700170 MADISHF
LAF,2021-10-09 20:30,KLAF 092030Z AUTO 14007KT 10SM SCT060 BKN075 28/17 A2987 RMK T02800170 MADISHF
LAF,2021-10-09 20:35,KLAF 092035Z AUTO 14007KT 10SM SCT060 BKN075 28/18 A2987 RMK T02800180 MADISHF
LAF,2021-10-09 20:40,KLAF 092040Z AUTO 12008KT 10SM SCT060 BKN075 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 20:45,KLAF 092045Z AUTO 13005KT 10SM SCT060 BKN075 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 20:50,KLAF 092050Z AUTO 13007KT 10SM SCT060 BKN075 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 20:54,KLAF 092054Z 14006KT 10SM BKN070 27/18 A2987 RMK AO2 SLP109 T02720178 56018
LAF,2021-10-09 20:55,KLAF 092055Z AUTO 14007KT 10SM BKN070 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 21:00,KLAF 092100Z AUTO 14007KT 10SM BKN070 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 21:05,KLAF 092105Z AUTO 13005KT 10SM BKN070 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 21:10,KLAF 092110Z AUTO 13008KT 10SM BKN070 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 21:15,KLAF 092115Z AUTO 14008KT 10SM BKN070 27/18 A2986 RMK T02700180 MADISHF
LAF,2021-10-09 21:20,KLAF 092120Z AUTO 16005KT 10SM SCT070 27/18 A2986 RMK T02700180 MADISHF
LAF,2021-10-09 21:25,KLAF 092125Z AUTO 15004KT 10SM SCT070 27/18 A2987 RMK T02700180 MADISHF
LAF,2021-10-09 21:30,KLAF 092130Z AUTO 14007KT 10SM FEW075 27/18 A2986 RMK T02700180 MADISHF
LAF,2021-10-09 21:35,KLAF 092135Z AUTO 14005KT 10SM CLR 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 21:40,KLAF 092140Z AUTO 14005KT 10SM FEW075 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 21:45,KLAF 092145Z AUTO 13005KT 10SM SCT079 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 21:50,KLAF 092150Z AUTO 15004KT 10SM SCT075 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 21:54,KLAF 092154Z 15005KT 10SM BKN075 26/18 A2987 RMK AO2 SLP111 T02610178
LAF,2021-10-09 21:55,KLAF 092155Z AUTO 14005KT 10SM BKN075 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:00,KLAF 092200Z AUTO 15004KT 10SM SCT075 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:05,KLAF 092205Z AUTO 14004KT 10SM SCT075 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:10,KLAF 092210Z AUTO 14002KT 10SM BKN075 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:15,KLAF 092215Z AUTO 13002KT 10SM BKN070 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:20,KLAF 092220Z AUTO 14004KT 10SM BKN070 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:25,KLAF 092225Z AUTO 13004KT 10SM BKN070 26/18 A2987 RMK T02600180 MADISHF
LAF,2021-10-09 22:30,KLAF 092230Z AUTO 13005KT 10SM BKN070 25/18 A2987 RMK T02500180 MADISHF
LAF,2021-10-09 22:35,KLAF 092235Z AUTO 13004KT 10SM BKN070 25/18 A2987 RMK T02500180 MADISHF
LAF,2021-10-09 22:40,KLAF 092240Z AUTO 14004KT 10SM BKN070 25/18 A2987 RMK T02500180 MADISHF
LAF,2021-10-09 22:45,KLAF 092245Z AUTO 14005KT 10SM BKN070 25/18 A2986 RMK T02500180 MADISHF
LAF,2021-10-09 22:50,KLAF 092250Z AUTO 13005KT 10SM SCT070 25/18 A2986 RMK T02500180 MADISHF
LAF,2021-10-09 22:54,KLAF 092254Z 14006KT 10SM SCT070 25/18 A2986 RMK AO2 SLP109 T02500183
LAF,2021-10-09 22:55,KLAF 092255Z AUTO 14005KT 10SM SCT070 25/18 A2986 RMK T02500180 MADISHF
LAF,2021-10-09 23:00,KLAF 092300Z AUTO 14005KT 10SM FEW070 25/18 A2987 RMK T02500180 MADISHF
LAF,2021-10-09 23:05,KLAF 092305Z AUTO 13005KT 10SM FEW070 25/18 A2987 RMK T02500180 MADISHF
LAF,2021-10-09 23:10,KLAF 092310Z AUTO 14004KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:15,KLAF 092315Z AUTO 13004KT 10SM CLR 25/18 A2987 RMK T02500180 MADISHF
LAF,2021-10-09 23:20,KLAF 092320Z AUTO 13005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:25,KLAF 092325Z AUTO 14005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:30,KLAF 092330Z AUTO 14005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:35,KLAF 092335Z AUTO 14004KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:40,KLAF 092340Z AUTO 14004KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:45,KLAF 092345Z AUTO 14004KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-09 23:50,KLAF 092350Z AUTO 13004KT 10SM CLR 24/18 A2986 RMK T02400180 MADISHF
LAF,2021-10-09 23:54,KLAF 092354Z 13004KT 10SM CLR 24/18 A2987 RMK AO2 SLP110 T02390183 10283 20239 55000
LAF,2021-10-09 23:55,KLAF 092355Z AUTO 13004KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-10 00:00,KLAF 100000Z AUTO 14005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-10 00:05,KLAF 100005Z AUTO 14005KT 10SM CLR 24/18 A2986 RMK T02400180 MADISHF
LAF,2021-10-10 00:10,KLAF 100010Z AUTO 14005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-10 00:15,KLAF 100015Z AUTO 14005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-10 00:20,KLAF 100020Z AUTO 14005KT 10SM CLR 24/18 A2986 RMK T02400180 MADISHF
LAF,2021-10-10 00:25,KLAF 100025Z AUTO 14005KT 10SM CLR 24/18 A2987 RMK T02400180 MADISHF
LAF,2021-10-10 00:30,KLAF 100030Z AUTO 14005KT 10SM CLR 24/18 A2986 RMK T02400180 MADISHF
LAF,2021-10-10 00:35,KLAF 100035Z AUTO 14004KT 10SM CLR 24/18 A2986 RMK T02400180 MADISHF
LAF,2021-10-10 00:40,KLAF 100040Z AUTO 15004KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 00:45,KLAF 100045Z AUTO 14005KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 00:50,KLAF 100050Z AUTO 14005KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 00:54,KLAF 100054Z AUTO 14006KT 10SM CLR 23/18 A2986 RMK AO2 SLP108 T02330183
LAF,2021-10-10 00:55,KLAF 100055Z AUTO 14005KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 01:00,KLAF 100100Z AUTO 14005KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 01:05,KLAF 100105Z AUTO 14007KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 01:10,KLAF 100110Z AUTO 15005KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 01:15,KLAF 100115Z AUTO 14007KT 10SM CLR 23/18 A2986 RMK T02300180 MADISHF
LAF,2021-10-10 01:20,KLAF 100120Z AUTO 14005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 01:25,KLAF 100125Z AUTO 15005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 01:30,KLAF 100130Z AUTO 15005KT 10SM CLR 23/18 A2985 RMK T02300180 VRB05KT  MADISHF
LAF,2021-10-10 01:35,KLAF 100135Z AUTO 15005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 01:40,KLAF 100140Z AUTO 16005KT 10SM CLR 23/18 A2985 RMK T02300180 VRB05KT  MADISHF
LAF,2021-10-10 01:45,KLAF 100145Z AUTO 15005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 01:50,KLAF 100150Z AUTO 15007KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 01:54,KLAF 100154Z AUTO VRB06KT 10SM CLR 23/18 A2985 RMK AO2 SLP104 T02330183
LAF,2021-10-10 01:55,KLAF 100155Z AUTO 15005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 02:00,KLAF 100200Z AUTO 16005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 02:05,KLAF 100205Z AUTO 16002KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 02:10,KLAF 100210Z AUTO 15005KT 10SM CLR 23/18 A2985 RMK T02300180 MADISHF
LAF,2021-10-10 02:15,KLAF 100215Z AUTO 15005KT 10SM CLR 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 02:20,KLAF 100220Z AUTO 16005KT 10SM CLR 23/19 A2985 RMK T02300190 VRB05KT  MADISHF
LAF,2021-10-10 02:25,KLAF 100225Z AUTO 16005KT 10SM CLR 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 02:30,KLAF 100230Z AUTO 16007KT 10SM CLR 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 02:35,KLAF 100235Z AUTO 16005KT 10SM CLR 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 02:40,KLAF 100240Z AUTO 17005KT 10SM CLR 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 02:45,KLAF 100245Z AUTO 16005KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 02:50,KLAF 100250Z AUTO 16005KT 10SM CLR 23/19 A2986 RMK T02300190 VRB06KT  MADISHF
LAF,2021-10-10 02:54,KLAF 100254Z AUTO 17004KT 10SM CLR 23/19 A2986 RMK AO2 SLP106 T02280189 55003
LAF,2021-10-10 02:55,KLAF 100255Z AUTO 15004KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 03:00,KLAF 100300Z AUTO 16005KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 03:05,KLAF 100305Z AUTO 16005KT 10SM CLR 23/19 A2986 RMK T02300190 VRB05KT  MADISHF
LAF,2021-10-10 03:10,KLAF 100310Z AUTO 15005KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 03:15,KLAF 100315Z AUTO 15004KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 03:20,KLAF 100320Z AUTO 15004KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 03:25,KLAF 100325Z AUTO 16002KT 10SM CLR 23/19 A2986 RMK T02300190 VRB03KT  MADISHF
LAF,2021-10-10 03:30,KLAF 100330Z AUTO 16005KT 10SM CLR 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 03:35,KLAF 100335Z AUTO 16005KT 10SM CLR 23/19 A2986 RMK T02300190 MADISHF
LAF,2021-10-10 03:40,KLAF 100340Z AUTO 17004KT 10SM CLR 23/19 A2985 RMK T02300190 VRB04KT  MADISHF
LAF,2021-10-10 03:45,KLAF 100345Z AUTO 17005KT 10SM CLR 23/19 A2986 RMK T02300190 VRB05KT  MADISHF
LAF,2021-10-10 03:50,KLAF 100350Z AUTO 16005KT 10SM CLR 23/19 A2985 RMK T02300190 VRB05KT  MADISHF
LAF,2021-10-10 03:54,KLAF 100354Z AUTO 16005KT 10SM FEW120 23/19 A2985 RMK AO2 SLP104 T02280189
LAF,2021-10-10 03:55,KLAF 100355Z AUTO 16005KT 10SM FEW120 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:00,KLAF 100400Z AUTO 15005KT 10SM FEW120 23/19 A2985 RMK T02300190 VRB05KT  MADISHF
LAF,2021-10-10 04:05,KLAF 100405Z AUTO 17005KT 10SM SCT110 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:10,KLAF 100410Z AUTO 16005KT 10SM SCT110 23/19 A2985 RMK T02300190 VRB06KT  MADISHF
LAF,2021-10-10 04:15,KLAF 100415Z AUTO 16005KT 10SM SCT110 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:20,KLAF 100420Z AUTO 16005KT 10SM SCT110 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:25,KLAF 100425Z AUTO 17005KT 10SM FEW090 SCT110 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:30,KLAF 100430Z AUTO 16005KT 10SM FEW065 FEW090 SCT110 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:35,KLAF 100435Z AUTO 16005KT 10SM SCT100 BKN120 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:40,KLAF 100440Z AUTO 17005KT 10SM SCT100 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:45,KLAF 100445Z AUTO 19007KT 10SM SCT100 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:50,KLAF 100450Z AUTO 18005KT 10SM FEW100 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 04:54,KLAF 100454Z AUTO 18007KT 10SM FEW100 23/19 A2985 RMK AO2 SLP101 T02280189 402830150
LAF,2021-10-10 04:55,KLAF 100455Z AUTO 18007KT 10SM FEW100 23/19 A2985 RMK T02300190 MADISHF
LAF,2021-10-10 05:00,KLAF 100500Z AUTO 18007KT 10SM FEW100 23/19 A2984 RMK T02300190 MADISHF
LAF,2021-10-10 05:05,KLAF 100505Z AUTO 18005KT 10SM CLR 23/19 A2984 RMK T02300190 MADISHF
LAF,2021-10-10 05:10,KLAF 100510Z AUTO 18005KT 10SM CLR 23/19 A2984 RMK T02300190 MADISHF
LAF,2021-10-10 05:15,KLAF 100515Z AUTO 18007KT 10SM CLR 23/19 A2984 RMK T02300190 MADISHF
LAF,2021-10-10 05:20,KLAF 100520Z AUTO 17005KT 10SM CLR 23/19 A2984 RMK T02300190 MADISHF
LAF,2021-10-10 05:25,KLAF 100525Z AUTO 17005KT 10SM CLR 23/19 A2984 RMK T02300190 MADISHF
LAF,2021-10-10 05:30,KLAF 100530Z AUTO 18007KT 10SM CLR 23/18 A2984 RMK T02300180 MADISHF
LAF,2021-10-10 05:35,KLAF 100535Z AUTO 18007KT 10SM CLR 23/18 A2984 RMK T02300180  LTG DSNT W! MADISHF
LAF,2021-10-10 05:40,KLAF 100540Z AUTO 18007KT 10SM CLR 23/18 A2984 RMK T02300180  LTG DSNT W! MADISHF
LAF,2021-10-10 05:45,KLAF 100545Z AUTO 18007KT 10SM CLR 23/18 A2985 RMK T02300180  LTG DSNT W AND NW! MADISHF
LAF,2021-10-10 05:50,KLAF 100550Z AUTO 19008KT 10SM CLR 23/18 A2985 RMK T02300180  LTG DSNT NW! MADISHF
LAF,2021-10-10 05:54,KLAF 100554Z AUTO 19006KT 10SM CLR 23/18 A2985 RMK AO2 LTG DSNT NW SLP103 T02280183 10239 20228 55002
LAF,2021-10-10 05:55,KLAF 100555Z AUTO 20005KT 10SM CLR 23/18 A2985 RMK T02300180  LTG DSNT NW! MADISHF
LAF,2021-10-10 06:00,KLAF 100600Z AUTO 20005KT 10SM FEW120 23/18 A2986 RMK T02300180  LTG DSNT NW! MADISHF
LAF,2021-10-10 06:05,KLAF 100605Z AUTO 25004KT 10SM SCT120 23/18 A2987 RMK T02300180  LTG DSNT NW! MADISHF
LAF,2021-10-10 06:10,KLAF 100610Z AUTO 26004KT 10SM SCT120 23/18 A2987 RMK T02300180 MADISHF
LAF,2021-10-10 06:15,KLAF 100615Z AUTO 30002KT 10SM BKN120 23/19 A2987 RMK T02300190 MADISHF
LAF,2021-10-10 06:20,KLAF 100620Z AUTO 27002KT 10SM BKN120 23/18 A2987 RMK T02300180 MADISHF
LAF,2021-10-10 06:25,KLAF 100625Z AUTO 27004KT 10SM BKN120 23/18 A2987 RMK T02300180 MADISHF
LAF,2021-10-10 06:29,KLAF 100629Z AUTO 27004KT 9SM -TSRA OVC120 23/19 A2989 RMK AO2 RAB26 TSB23 P0001 T02280189
LAF,2021-10-10 06:30,KLAF 100630Z AUTO 27002KT 8SM -RA OVC120 22/19 A2988 RMK P0000 T02200190 MADISHF
LAF,2021-10-10 06:35,KLAF 100635Z AUTO 00000KT 7SM -RA OVC120 22/19 A2988 RMK P0000 T02200190 MADISHF
LAF,2021-10-10 06:40,KLAF 100640Z AUTO 22002KT 7SM -RA OVC120 22/19 A2988 RMK P0000 T02200190 MADISHF
LAF,2021-10-10 06:44,KLAF 100644Z AUTO 00000KT 8SM VCTS -RA OVC120 22/19 A2989 RMK AO2 RAB26 TSB23E38 P0001 T02170189
LAF,2021-10-10 06:45,KLAF 100645Z AUTO 00000KT 9SM -RA OVC120 22/19 A2988 RMK P0000 T02200190 MADISHF
LAF,2021-10-10 06:50,KLAF 100650Z AUTO 00000KT 10SM -RA BKN120 22/19 A2988 RMK P0000 T02200190 MADISHF
LAF,2021-10-10 06:54,KLAF 100654Z AUTO VRB04KT 10SM VCTS -RA BKN120 21/19 A2988 RMK AO2 RAB26 TSB23E38 SLP114 P0001 T02110194
LAF,2021-10-10 06:55,KLAF 100655Z AUTO 17004KT 10SM -RA BKN110 21/19 A2987 RMK T02100190 VRB04KT  MADISHF
LAF,2021-10-10 07:00,KLAF 100700Z AUTO 16002KT 9SM -RA FEW075 FEW095 BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:04,KLAF 100704Z AUTO VRB03KT 7SM -RA FEW075 FEW090 OVC120 21/19 A2988 RMK AO2 P0001 T02110194
LAF,2021-10-10 07:05,KLAF 100705Z AUTO 00000KT 6SM -RA BR FEW075 FEW090 OVC120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:10,KLAF 100710Z AUTO 00000KT 7SM -RA FEW075 BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:15,KLAF 100715Z AUTO 10004KT 10SM -RA BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:20,KLAF 100720Z AUTO 11002KT 10SM BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:25,KLAF 100725Z AUTO 11004KT 10SM FEW079 BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:30,KLAF 100730Z AUTO 12002KT 10SM BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:35,KLAF 100735Z AUTO 11002KT 10SM BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:40,KLAF 100740Z AUTO 12002KT 10SM BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:45,KLAF 100745Z AUTO 12002KT 10SM BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:50,KLAF 100750Z AUTO 13002KT 10SM BKN120 21/19 A2987 RMK P0000 T02100190 MADISHF
LAF,2021-10-10 07:54,KLAF 100754Z AUTO 13003KT 10SM BKN120 21/19 A2987 RMK AO2 RAE18 SLP108 P0001 T02060189
LAF,2021-10-10 07:55,KLAF 100755Z AUTO 13002KT 10SM BKN120 21/19 A2987 RMK T02100190 MADISHF
LAF,2021-10-10 08:00,KLAF 100800Z AUTO 00000KT 10SM SCT120 21/19 A2987 RMK T02100190 MADISHF
LAF,2021-10-10 08:05,KLAF 100805Z AUTO 14002KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:10,KLAF 100810Z AUTO 13004KT 10SM FEW120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:15,KLAF 100815Z AUTO 14004KT 10SM FEW120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:20,KLAF 100820Z AUTO 14002KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:25,KLAF 100825Z AUTO 15002KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:30,KLAF 100830Z AUTO 00000KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:35,KLAF 100835Z AUTO 15002KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:40,KLAF 100840Z AUTO 15004KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:45,KLAF 100845Z AUTO 14005KT 10SM BKN120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:50,KLAF 100850Z AUTO 14005KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 08:54,KLAF 100854Z AUTO 15005KT 10SM SCT120 21/19 A2986 RMK AO2 SLP105 60002 T02060189 50002
LAF,2021-10-10 08:55,KLAF 100855Z AUTO 15004KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:00,KLAF 100900Z AUTO 15004KT 10SM SCT120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:05,KLAF 100905Z AUTO 16002KT 10SM BKN120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:10,KLAF 100910Z AUTO 16004KT 10SM BKN120 21/19 A2985 RMK T02100190 VRB04KT  MADISHF
LAF,2021-10-10 09:15,KLAF 100915Z AUTO 17004KT 10SM BKN120 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:20,KLAF 100920Z AUTO 17004KT 10SM BKN110 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:25,KLAF 100925Z AUTO 17005KT 10SM BKN110 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:30,KLAF 100930Z AUTO 17005KT 10SM BKN110 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:35,KLAF 100935Z AUTO 17005KT 10SM -RA BKN110 21/19 A2986 RMK T02100190 MADISHF
LAF,2021-10-10 09:40,KLAF 100940Z AUTO 15004KT 10SM -RA FEW100 BKN120 21/19 A2985 RMK T02100190 MADISHF
LAF,2021-10-10 09:45,KLAF 100945Z AUTO 17004KT 8SM -RA BKN110 21/19 A2985 RMK P0000 T02100190 VRB04KT  MADISHF
LAF,2021-10-10 09:50,KLAF 100950Z AUTO 16005KT 9SM -RA FEW100 BKN120 21/19 A2985 RMK P0000 T02100190 VRB05KT  MADISHF
LAF,2021-10-10 09:54,KLAF 100954Z AUTO 15006KT 10SM -RA FEW100 BKN120 21/19 A2985 RMK AO2 RAB35 SLP103 P0001 T02060189
LAF,2021-10-10 09:55,KLAF 100955Z AUTO 16005KT 10SM -RA FEW100 BKN120 21/19 A2985 RMK T02100190 MADISHF
LAF,2021-10-10 10:00,KLAF 101000Z AUTO 17005KT 10SM FEW100 BKN120 21/19 A2985 RMK T02100190 MADISHF
LAF,2021-10-10 10:05,KLAF 101005Z AUTO 17005KT 10SM FEW100 SCT120 21/19 A2985 RMK T02100190 MADISHF
LAF,2021-10-10 10:10,KLAF 101010Z AUTO 17005KT 10SM SCT110 21/19 A2985 RMK T02100190 MADISHF
LAF,2021-10-10 10:15,KLAF 101015Z AUTO 17005KT 10SM SCT120 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:20,KLAF 101020Z AUTO 17005KT 10SM FEW120 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:25,KLAF 101025Z AUTO 17005KT 10SM FEW120 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:30,KLAF 101030Z AUTO 17005KT 10SM FEW120 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:35,KLAF 101035Z AUTO 17007KT 10SM FEW120 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:40,KLAF 101040Z AUTO 17005KT 10SM CLR 21/18 A2984 RMK T02100180 MADISHF
LAF,2021-10-10 10:45,KLAF 101045Z AUTO 17004KT 10SM CLR 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:50,KLAF 101050Z AUTO 17005KT 10SM CLR 21/18 A2985 RMK T02100180 MADISHF
LAF,2021-10-10 10:54,KLAF 101054Z 18005KT 10SM CLR 21/18 A2985 RMK AO2 RAE0958 SLP102 P0000 T02060183
