"id"	"date_published"	"region"	"quality"	"views"	"likes"	"shares"	"tags"	"recommendations"	"report"	"duration"	"day_views"	"night_views"	"size"
"9b6hg4806091z6"	"10/16/2020"	"Western Europe"	"1080p"	364498	2677	1267	29	2037	"N"	1565	224882	139616	1315
"5y5ua7835964v8"	"7/15/2020"	"North America"	"1080p"	353793	1109	481	9	2151	"Y"	226	245569	108224	175
"2u1lg6015409s1"	"9/7/2020"	"South Asia"	"1080p"	383103	2375	1013	17	1892	"N"	1004	241120	141983	847
"8q6cl5529125r8"	"1/11/2020"	"Eastern Asia"	"720p"	261804	2328	1240	94	1544	"N"	1659	156793	105011	902
"4e0jq6007001q6"	"11/29/2020"	"Eastern Asia"	"720p"	303807	2318	1259	157	1532	"N"	1512	243741	60066	807
"2o3nw7266362a7"	"10/13/2020"	"Eastern Africa"	"720p"	332418	2855	1122	22	1460	"N"	4461	193216	139202	2361
"6d7sf3024088r6"	"10/11/2020"	"North America"	"1080p"	254399	3286	1247	64	1738	"N"	292	150269	104130	259
"5g6ie7992531l5"	"1/17/2020"	"South Europe"	"720p"	329617	2546	1050	65	1657	"N"	907	231591	98026	465
"6z3cr9371645t2"	"2/23/2020"	"South Europe"	"720p"	320885	2145	1193	9	1701	"N"	982	202617	118268	535
"9v1wa5014480c3"	"12/25/2020"	"Eastern Europe"	"1080p"	353373	2515	1158	25	1860	"N"	311	241958	111415	248
"0d6fc5033825r0"	"9/3/2020"	"North America"	"1080p"	373379	2621	1181	13	1511	"N"	331	227093	146286	288
"5a3ux1422173m5"	"1/18/2020"	"Eastern Asia"	"720p"	414963	2494	1121	17	1737	"N"	1231	251020	163943	664
"6y6ks8759060b2"	"8/15/2020"	"Western Europe"	"1080p"	307207	2509	1162	26	1601	"N"	920	200332	106875	773
"8s8kk7660481x3"	"7/2/2020"	"South America"	"720p"	262784	1111	488	121	1693	"Y"	3208	200359	62425	1719
"7l7nu6598743l6"	"7/3/2020"	"North America"	"480p"	347820	1458	842	68	1487	"N"	291	200921	146899	69
"1l6wa1009494q5"	"10/17/2020"	"North America"	"720p"	193150	2022	1313	18	1665	"N"	493	123665	69485	245
"2t3ga4846346j2"	"8/25/2020"	"Eastern Europe"	"1080p"	244119	2539	1464	188	1812	"N"	731	138205	105914	605
"3k6dr6162698w6"	"2/4/2020"	"North America"	"1080p"	325244	2286	1226	28	1589	"N"	6431	171370	153874	5347
"8w2ue7305107b7"	"5/13/2020"	"Eastern Europe"	"1080p"	307159	2762	1170	9	1858	"N"	397	208371	98788	326
"2n4ck0813258p9"	"4/13/2020"	"North America"	"1080p"	333600	966	504	70	1672	"Y"	1293	209811	123789	1069
"6p5td9927617j0"	"5/8/2020"	"North America"	"720p"	332364	997	599	22	1525	"Y"	1328	224169	108195	710
"8v5ry6187672c1"	"11/21/2020"	"Southeast Asia"	"144p"	271658	971	494	75	940	"N"	817	143629	128029	44
"6u9vf5441424c7"	"4/19/2020"	"Eastern Asia"	"1080p"	301873	3143	1219	25	1935	"N"	210	196934	104939	160
"8i5ef2172375o6"	"1/4/2020"	"South Europe"	"1080p"	338704	2525	1305	61	1843	"N"	544	223995	114709	438
"2m4hh5410858w5"	"5/27/2020"	"South America"	"720p"	320069	3165	1361	9	1179	"N"	1229	216129	103940	635
"0k6wv0897410v3"	"8/22/2020"	"Western Europe"	"720p"	395239	2550	1071	22	1316	"N"	821	227597	167642	450
"9i2yw1075440a1"	"3/5/2020"	"North America"	"1080p"	376142	2347	1107	79	1623	"N"	3062	211249	164893	2539
"2r5xz7574307l8"	"1/15/2020"	"South America"	"720p"	298405	2474	1111	4	1537	"N"	1573	187694	110711	847
"8t3iw1789559m8"	"11/18/2020"	"North America"	"1080p"	299824	2751	1169	112	1974	"N"	2209	185261	114563	1848
"2w6di7739719d5"	"3/5/2020"	"North America"	"1080p"	284614	2611	1172	11	1634	"N"	268	182194	102420	217
"9a5io3070246k0"	"11/14/2020"	"Eastern Asia"	"720p"	367451	931	485	26	1442	"Y"	3468	237766	129685	1853
"9k2hb3208586n2"	"12/8/2020"	"North America"	"720p"	304100	2604	1153	53	1822	"N"	2531	213029	91071	1348
"2l3up5477649k1"	"4/29/2020"	"South Europe"	"720p"	348940	1103	489	39	1524	"Y"	1660	209065	139875	869
"9e2sf1305765k6"	"5/18/2020"	"Eastern Asia"	"720p"	350741	2092	1212	37	1528	"N"	468	198292	152449	244
"5m1sm7137105x9"	"6/6/2020"	"North America"	"1080p"	320814	2737	1134	69	1825	"N"	909	214406	106408	771
"6w4ll4099263e8"	"6/18/2020"	"South Africa"	"1080p"	338175	2363	1232	4	2035	"N"	957	237190	100985	794
"7b4gu1716955w7"	"7/15/2020"	"North Africa"	"720p"	356449	2659	1344	296	1599	"N"	446	204037	152412	240
"7a4ha1034928m5"	"5/10/2020"	"Middle East"	"144p"	324787	1092	507	276	986	"N"	1810	220367	104420	79
"3e7ig0270792z4"	"12/19/2020"	"North America"	"1080p"	295654	2900	1357	72	1774	"N"	800	200596	95058	694
"0d6gm4472600h2"	"5/30/2020"	"Eastern Asia"	"1080p"	417397	2525	987	16	2043	"N"	2778	226722	190675	2307
"3t7fn3078867u7"	"10/19/2020"	"South Europe"	"720p"	359256	2596	1092	47	1262	"N"	1168	239316	119940	616
"7g6au4767796m4"	"5/14/2020"	"Eastern Asia"	"720p"	390181	2543	1215	26	1698	"N"	1963	238594	151587	1063
"0i3do8355898w3"	"10/29/2020"	"South Europe"	"720p"	303087	1948	1157	9	1746	"N"	2002	148417	154670	1069
"3o2dn5621833h2"	"7/31/2020"	"South Europe"	"1080p"	291698	2424	1112	3	1623	"N"	267	149471	142227	204
"7o8ve3397484z9"	"8/5/2020"	"Caribbean"	"1080p"	358494	3482	1248	3	1775	"N"	274	210139	148355	238
"3e8ob7226051j9"	"3/30/2020"	"Eastern Europe"	"360p"	298531	1128	596	3	1163	"N"	1368	182909	115622	189
"2i9ac1578127c6"	"9/13/2020"	"North America"	"480p"	231106	1328	499	61	1324	"Y"	571	112681	118425	133
"4i7bn5583012n3"	"8/22/2020"	"Middle East"	"144p"	343969	896	517	38	757	"N"	307	203698	140271	11
"7e4hd6466530d5"	"2/15/2020"	"North America"	"720p"	312865	868	477	7	1647	"Y"	994	198142	114723	533
"3p3bb6892468t9"	"6/16/2020"	"Eastern Asia"	"1080p"	359017	2718	1188	14	1689	"N"	74	219690	139327	54
"7a1jj5881185c8"	"6/18/2020"	"Eastern Asia"	"720p"	234243	2506	1003	16	1633	"N"	1069	157837	76406	579
"5g1vs0353307c6"	"11/28/2020"	"North America"	"1080p"	273340	2255	1039	7	1960	"N"	349	163050	110290	301
"1x5zj6249279u0"	"4/22/2020"	"Western Europe"	"1080p"	357743	2090	1311	24	1721	"N"	42	211945	145798	47
"6f5om1827734a5"	"9/10/2020"	"North America"	"1080p"	352215	2748	878	12	1750	"N"	4359	196236	155979	3629
"6w4xc3680636l5"	"4/4/2020"	"North America"	"1080p"	316554	2598	1310	15	1855	"N"	1044	195926	120628	859
"9x9mu0868285x9"	"6/7/2020"	"Eastern Asia"	"1080p"	398072	3079	949	43	2119	"N"	776	234831	163241	671
"2u6fv0231944c3"	"2/7/2020"	"South Asia"	"1080p"	391155	1911	1128	28	1741	"N"	255	272507	118648	215
"9s0pc4635459c7"	"8/16/2020"	"North America"	"1080p"	299314	1976	1193	6	1802	"N"	2737	192581	106733	2306
"4o5vs1125971t1"	"5/17/2020"	"North America"	"720p"	260037	2447	1214	34	1503	"N"	4176	174893	85144	2225
"5m2gm1006618a4"	"3/20/2020"	"North America"	"480p"	280146	1379	880	46	1342	"N"	2307	220980	59166	580
"9i0lw9419524h6"	"5/5/2020"	"North America"	"720p"	323181	2405	1187	20	1445	"N"	1421	142406	180775	758
"5d6ya5038603b7"	"12/30/2020"	"Central America"	"720p"	427300	2319	1286	166	1540	"N"	657	296852	130448	339
"8u2nn9484641e2"	"1/25/2020"	"Southeast Asia"	"720p"	289267	3216	1208	34	1571	"N"	705	183510	105757	368
"6u0hs6829389r3"	"12/24/2020"	"North Africa"	"360p"	396567	711	561	24	1128	"Y"	631	292277	104290	76
"8g5ss3865055e0"	"11/15/2020"	"Eastern Europe"	"480p"	328409	1521	824	37	1360	"N"	311	189809	138600	66
"5u7um4708732d8"	"7/8/2020"	"Eastern Asia"	"1080p"	288218	2479	1237	26	1575	"N"	462	179367	108851	379
"8k4id3324787m1"	"12/2/2020"	"North America"	"480p"	360648	1468	519	30	1543	"Y"	432	213402	147246	101
"1f9de4939168n8"	"9/23/2020"	"Central Europe"	"720p"	318301	1855	1235	6	1689	"N"	2655	146753	171548	1414
"4i5gu6172925m0"	"8/22/2020"	"Western Europe"	"1080p"	282060	2020	1215	82	1694	"N"	350	96142	185918	290
"1v6op5258218l8"	"6/5/2020"	"Scandinavia"	"1080p"	308665	2588	1288	4	1986	"N"	605	167268	141397	506
"3q0tz8001312m3"	"4/28/2020"	"Eastern Europe"	"1080p"	351317	1141	487	96	2066	"Y"	717	246049	105268	605
"2x6jp8578348a9"	"7/23/2020"	"Eastern Asia"	"1080p"	291240	514	396	137	1514	"Y"	2814	190628	100612	2346
"9p8wz6064849e7"	"6/19/2020"	"Eastern Asia"	"720p"	344484	2812	1233	28	1779	"N"	1287	207343	137141	685
"0u8qj6378486t6"	"4/10/2020"	"North America"	"1080p"	323478	2254	1238	59	2141	"N"	2930	194072	129406	2441
"0o4gy1603438n9"	"7/8/2020"	"Eastern Asia"	"360p"	310679	1218	703	265	1224	"N"	398	192319	118360	48
"8v0wn3981761f3"	"1/16/2020"	"Western Europe"	"1080p"	281619	2741	1242	97	1465	"N"	3916	144954	136665	3257
"9z1eq2187502x6"	"2/21/2020"	"Western Europe"	"720p"	276977	2346	1167	18	1763	"N"	314	139959	137018	163
"2g3fx5642955c6"	"12/13/2020"	"Western Europe"	"720p"	392292	2569	1228	33	1815	"N"	2992	265057	127235	1610
"4r4gt4666061f7"	"8/12/2020"	"Western Europe"	"1080p"	326875	2498	1135	14	1525	"N"	37	225347	101528	38
"3q9hh8407270n8"	"8/25/2020"	"Eastern Asia"	"720p"	352290	3295	1088	6	1470	"N"	331	233867	118423	189
"5v5oc4788468a7"	"10/25/2020"	"North America"	"720p"	325418	2400	1145	42	1659	"N"	891	229602	95816	476
"0j9pf7589107l6"	"1/24/2020"	"Middle East"	"1080p"	216498	2272	1072	39	1486	"N"	1017	134346	82152	861
"3u1jt9001544o8"	"10/25/2020"	"North America"	"720p"	341340	2546	1059	13	1700	"N"	604	202103	139237	322
"8h4fw9622533w2"	"10/13/2020"	"Eastern Europe"	"720p"	283000	3032	1102	90	1621	"N"	3234	159646	123354	1724
"4e2wh9216127e2"	"10/10/2020"	"Western Europe"	"240p"	287672	1283	681	7	1169	"N"	443	169892	117780	32
"4d7fz5406907l1"	"10/24/2020"	"North America"	"720p"	263211	2195	1175	16	1914	"N"	414	162237	100974	221
"2k9rd6256316w4"	"8/23/2020"	"North America"	"1080p"	278317	855	472	85	1476	"Y"	2390	142277	136040	1986
"5c4sw6884592w3"	"6/4/2020"	"North America"	"360p"	277363	1272	521	38	1276	"N"	7795	160815	116548	1044
"4b7aq4823675p7"	"7/12/2020"	"South Europe"	"720p"	217783	2665	1199	10	1483	"N"	1334	129120	88663	712
"2e1zq2439524r8"	"12/9/2020"	"North America"	"720p"	307723	2383	1138	51	1718	"N"	1462	182377	125346	772
"5a9gu4629383l8"	"12/5/2020"	"Middle East"	"1080p"	300014	2408	1077	14	1887	"N"	1340	212618	87396	1134
"0w9lb7719470o8"	"8/12/2020"	"South Europe"	"1080p"	384188	2554	1226	10	1886	"N"	757	254531	129657	622
"2d7wn7517772n1"	"1/10/2020"	"Eastern Asia"	"1080p"	278942	2385	1126	25	1780	"N"	121	180155	98787	114
"8o2mb6432759p1"	"6/20/2020"	"Central Europe"	"144p"	377087	839	612	106	878	"N"	1578	219528	157559	100
"6m9ae8748810s8"	"2/23/2020"	"North America"	"1080p"	350132	1927	1182	6	1816	"N"	3886	241686	108446	3235
"6w4bk7997443l2"	"4/25/2020"	"South Europe"	"720p"	304942	2378	1188	9	1627	"N"	848	205253	99689	439
"6w8of6865358u1"	"1/21/2020"	"Central Europe"	"144p"	300535	1013	616	33	809	"N"	1536	192180	108355	81
"1f8wz2275766r3"	"6/9/2020"	"Middle East"	"1080p"	267834	2777	1265	23	1933	"N"	360	144433	123401	307
"7x2cz8643483b5"	"10/10/2020"	"South America"	"720p"	365848	2307	1236	31	1621	"N"	2873	223480	142368	1521
"2n4xm1239429i6"	"2/14/2020"	"South Europe"	"1080p"	341985	780	528	65	1887	"Y"	1763	209919	132066	1459
"0k1te6598939d1"	"10/9/2020"	"Middle East"	"1080p"	211370	2595	1144	16	1786	"N"	1928	141143	70227	1609
"4r8cd3385024y2"	"12/5/2020"	"North America"	"1080p"	301790	976	490	248	1599	"Y"	1519	185210	116580	1262
"4f8eb9725975t0"	"5/3/2020"	"Eastern Asia"	"1080p"	329079	1120	578	34	1907	"Y"	851	214885	114194	707
"6g6gb4925395y9"	"1/25/2020"	"Central Europe"	"1080p"	296513	2456	1264	126	1698	"N"	1378	204482	92031	1154
"2m3wd3699554a4"	"1/1/2020"	"North America"	"1080p"	291535	2856	1159	39	2019	"N"	940	155014	136521	771
"8d0al9613221p3"	"8/20/2020"	"Southeast Asia"	"720p"	355260	2684	1418	45	1441	"N"	1236	212303	142957	674
"3p4ck0257992e5"	"1/8/2020"	"Eastern Asia"	"720p"	244928	2238	1212	26	1767	"N"	187	158157	86771	89
"0x4pd1544267t5"	"2/29/2020"	"Western Europe"	"360p"	368279	1180	508	133	1183	"N"	920	248908	119371	115
"9y1fn5213126w5"	"1/28/2020"	"South Africa"	"720p"	270519	2729	1115	23	1674	"N"	940	153105	117414	506
"7u5ms8886791m5"	"5/23/2020"	"Eastern Asia"	"1080p"	332348	2461	1288	13	1478	"N"	3410	236840	95508	2840
"5u7hd6453757t4"	"5/12/2020"	"North America"	"1080p"	244339	1315	455	48	1798	"Y"	479	148693	95646	394
"5f5jj7714804n8"	"7/31/2020"	"Southeast Asia"	"1080p"	333467	2615	1261	12	1760	"N"	1221	181129	152338	1016
"4j6pb4339796a4"	"9/5/2020"	"North America"	"1080p"	292769	2954	1052	57	1571	"N"	165	204916	87853	143
"5k1fk0266640f0"	"2/27/2020"	"Eastern Asia"	"1080p"	264927	2435	1285	3	1635	"N"	758	133060	131867	647
"1r0tj6623217r3"	"2/24/2020"	"South Africa"	"1080p"	326604	2526	1313	104	1380	"N"	214	207957	118647	174
"7t0hr3534608v9"	"3/12/2020"	"Middle East"	"1080p"	332866	2495	1120	37	1725	"N"	3013	226368	106498	2512
"4j0gq1833985y1"	"3/30/2020"	"North America"	"240p"	325099	1371	575	10	995	"N"	980	189426	135673	78
"3v3jp9448727t9"	"7/27/2020"	"Eastern Asia"	"1080p"	246091	2386	1146	36	1642	"N"	642	164962	81129	520
"9x0it1489961v0"	"2/22/2020"	"Eastern Europe"	"1080p"	265525	2321	1277	4	1914	"N"	3926	168834	96691	3277
"5r4vb1614108c7"	"4/17/2020"	"Middle East"	"1080p"	213552	2624	1383	67	1757	"N"	3165	127643	85909	2644
"2k5av7183607e8"	"9/29/2020"	"North Africa"	"240p"	316545	1118	641	171	1007	"N"	1714	165682	150863	132
"7t3if2661087e5"	"10/3/2020"	"Eastern Europe"	"720p"	335045	3256	1265	529	1618	"N"	318	180396	154649	171
"8y3ww1970655l7"	"12/6/2020"	"Western Europe"	"720p"	307049	2066	1345	4	1767	"N"	534	192339	114710	282
"4y0hj0255297j5"	"2/6/2020"	"Eastern Europe"	"1080p"	385973	3087	1178	8	1818	"N"	1329	239927	146046	1088
"7r6rx8687297t4"	"2/24/2020"	"South Europe"	"480p"	295758	1633	778	17	1594	"N"	337	178187	117571	66
"2q7ah5865465l1"	"10/15/2020"	"South America"	"1080p"	261952	2780	1253	24	1726	"N"	684	171404	90548	572
"8l0wb1794805z6"	"9/14/2020"	"North America"	"480p"	344010	1303	771	12	1367	"N"	2566	247908	96102	643
"5c9vq7915462f8"	"9/27/2020"	"Eastern Europe"	"1080p"	308261	2444	1231	194	1707	"N"	1653	207254	101007	1384
"3t9rb0844115o0"	"7/31/2020"	"North America"	"1080p"	260209	2157	1074	63	1819	"N"	1326	141440	118769	1093
"6y3df0985079f8"	"12/3/2020"	"North America"	"720p"	281182	2443	1009	30	1521	"N"	383	192216	88966	204
"7i9xw2201913t2"	"8/10/2020"	"Western Europe"	"1080p"	324674	2491	1397	95	1850	"N"	630	167811	156863	533
"8e9rf4371116t4"	"7/15/2020"	"South Asia"	"1080p"	304294	814	521	15	1586	"Y"	2287	180210	124084	1884
"7o1nn1616643w2"	"6/22/2020"	"Central Europe"	"720p"	397317	3042	1304	99	1565	"N"	1215	254174	143143	671
"3z0ya5501970n4"	"8/15/2020"	"Middle East"	"1080p"	318517	2845	1181	66	1881	"N"	1253	170847	147670	1054
"1p1xs4081456k9"	"3/6/2020"	"Western Europe"	"1080p"	445109	2280	1135	7	1957	"N"	310	271293	173816	270
"2e1iq4542767q5"	"6/16/2020"	"Eastern Asia"	"1080p"	341308	2600	1151	15	1792	"N"	2068	221686	119622	1725
"5r9ou5725388v5"	"4/23/2020"	"North America"	"1080p"	284926	2640	1121	10	1946	"N"	712	185009	99917	616
"5k3gr4633392j4"	"9/2/2020"	"North America"	"1080p"	366439	2612	1189	76	1783	"N"	2069	218820	147619	1727
"7t5wg9639683j4"	"6/29/2020"	"South Europe"	"720p"	362569	2209	1151	277	1680	"N"	615	204289	158280	329
"9f8nt7701878z5"	"3/24/2020"	"South Europe"	"1080p"	268787	2967	1176	25	1939	"N"	635	157130	111657	533
"2p8gg0035331b7"	"6/5/2020"	"Scandinavia"	"1080p"	316064	2393	947	31	1682	"N"	3127	199421	116643	2594
"9g6rf2260838w8"	"1/2/2020"	"North America"	"480p"	278549	1354	786	63	1420	"N"	1599	184118	94431	389
"3w4dc4596270p0"	"2/13/2020"	"Caribbean"	"720p"	368153	1189	529	61	1557	"Y"	584	237784	130369	311
"8k2dc3731239k8"	"9/17/2020"	"Western Europe"	"1080p"	372486	2320	1271	77	1802	"N"	370	195988	176498	324
"7n0cs0591220a5"	"8/4/2020"	"Scandinavia"	"1080p"	266619	2486	1247	45	2052	"N"	260	144028	122591	225
"8z7or2823328e1"	"9/18/2020"	"North America"	"1080p"	349907	2933	1163	10	1921	"N"	522	252697	97210	416
"2i9ni2755649x8"	"12/4/2020"	"North America"	"240p"	314399	1250	589	313	1050	"N"	61	201883	112516	11
"5i1jy4098773b8"	"11/15/2020"	"Eastern Asia"	"1080p"	287116	2499	1377	16	1676	"N"	987	144773	142343	827
"8y6zp3754299j1"	"3/7/2020"	"North America"	"1080p"	279091	3300	1353	56	1807	"N"	729	157555	121536	600
"6j4un0079177q4"	"1/25/2020"	"Scandinavia"	"720p"	323159	2476	1246	38	1605	"N"	3122	235031	88128	1679
"3e7av7402447s6"	"11/14/2020"	"Eastern Asia"	"1080p"	378372	934	475	13	1995	"Y"	600	256519	121853	502
"6q5nm8221427h0"	"6/17/2020"	"North Africa"	"1080p"	337386	1140	507	88	1765	"Y"	819	217483	119903	677
"5e8jt3221781r0"	"1/9/2020"	"Central Europe"	"1080p"	294299	3287	1277	92	1752	"N"	535	188593	105706	433
"8o6wp0835593t8"	"11/7/2020"	"Eastern Africa"	"1080p"	304967	2586	1404	278	1352	"N"	223	184784	120183	175
"1o7sc0138723y7"	"11/30/2020"	"South America"	"144p"	296991	698	472	43	996	"Y"	866	169431	127560	47
"6e4yt7980752p2"	"10/29/2020"	"South America"	"1080p"	267089	2450	1153	96	1702	"N"	752	197411	69678	647
"9a6bm6490988u7"	"10/9/2020"	"South Africa"	"720p"	366139	2707	1201	53	1358	"N"	695	221972	144167	362
"7n2kj8267541s0"	"4/7/2020"	"South America"	"1080p"	307387	2637	1208	26	1637	"N"	349	182987	124400	285
"1l9fl4536964u3"	"2/12/2020"	"Central Europe"	"1080p"	288691	2323	1217	16	1850	"N"	83	174822	113869	63
"5g7pr6715216b2"	"9/13/2020"	"North America"	"720p"	262573	2529	1094	86	1604	"N"	370	173682	88891	195
"8d1up3185049y3"	"11/15/2020"	"Scandinavia"	"720p"	290735	2639	1127	39	1564	"N"	2200	191216	99519	1175
"2u6ng6050835c6"	"5/30/2020"	"Eastern Europe"	"1080p"	265395	2208	1060	31	1844	"N"	903	218742	46653	750
"7i9vt0003232k7"	"5/10/2020"	"Central Asia"	"720p"	341180	2572	1008	14	1760	"N"	430	216847	124333	234
"3n8tg0746392y1"	"9/11/2020"	"Caribbean"	"1080p"	333443	2518	1184	6	1605	"N"	642	219065	114378	503
"7k2vh3852293f4"	"7/11/2020"	"North America"	"1080p"	321515	2605	1220	64	1447	"N"	313	157706	163809	262
"7s9mb7201694h3"	"12/2/2020"	"Eastern Asia"	"1080p"	213600	2521	1187	28	1816	"N"	193	161461	52139	157
"2k3ng4003177h6"	"8/11/2020"	"Western Europe"	"1080p"	296373	2576	1218	16	1583	"N"	1455	212708	83665	1179
"9v2ai7252808u6"	"7/25/2020"	"Western Europe"	"720p"	276864	3074	1302	47	1613	"N"	729	146154	130710	371
"7i5yk5439997c1"	"3/12/2020"	"Eastern Asia"	"144p"	277034	1064	494	15	861	"N"	4554	203006	74028	235
"8v7no1583287r1"	"9/1/2020"	"Eastern Europe"	"1080p"	363030	2673	1144	75	1748	"N"	2216	229054	133976	1835
"2h8ep0265913r5"	"5/20/2020"	"North America"	"720p"	305320	2663	1246	53	1663	"N"	159	185378	119942	70
"4p7jk5266960t8"	"6/28/2020"	"Southeast Asia"	"720p"	359831	3024	1051	92	1743	"N"	447	235174	124657	217
"4o8ca2540906g1"	"12/12/2020"	"Eastern Asia"	"720p"	330343	2291	1162	15	1520	"N"	546	191997	138346	282
"6i9tf5155492t3"	"10/14/2020"	"Middle East"	"1080p"	355147	2269	1135	28	1997	"N"	554	226532	128615	464
"5u2ab3580506d6"	"10/19/2020"	"Eastern Asia"	"1080p"	277895	2677	1066	467	1516	"N"	420	140592	137303	339
"6h5aq7891493c1"	"1/20/2020"	"Eastern Asia"	"1080p"	345985	3337	1224	91	1650	"N"	149	194079	151906	100
"7h2ti7059214h9"	"8/1/2020"	"North America"	"1080p"	235418	2711	1246	28	1663	"N"	209	135055	100363	163
"5g3fa6327035l4"	"3/24/2020"	"Southeast Asia"	"720p"	268570	2659	1091	9	1720	"N"	844	166523	102047	452
"8a7qn2928455n4"	"2/4/2020"	"Eastern Europe"	"720p"	327687	2631	1270	34	1665	"N"	540	209046	118641	288
"2p5sw9993582q6"	"3/8/2020"	"North America"	"1080p"	258186	2533	1178	64	1503	"N"	1332	191721	66465	1107
"2m8vp3735582p5"	"2/20/2020"	"Eastern Europe"	"480p"	341092	1339	799	38	1294	"N"	2496	247719	93373	595
"8i8tx4672378j7"	"5/27/2020"	"Western Europe"	"480p"	278963	928	504	241	1461	"Y"	1720	187826	91137	432
"3a9fo8483837f1"	"4/20/2020"	"Eastern Asia"	"480p"	353609	1265	780	29	1456	"N"	298	178993	174616	74
"4l9pn0553646a4"	"12/30/2020"	"Eastern Asia"	"1080p"	344991	2689	1094	17	1662	"N"	91	229846	115145	77
"3h3ta9987987m2"	"1/29/2020"	"South Asia"	"1080p"	332020	2330	1034	19	1585	"N"	1422	191370	140650	1176
"3h0vy1319045f3"	"11/27/2020"	"Central Europe"	"720p"	243143	2676	1068	59	1797	"N"	851	123730	119413	459
"2f6il9132200x0"	"6/1/2020"	"South Asia"	"720p"	315741	2407	1206	15	1576	"N"	5067	154473	161268	2722
"4m8vm4865170d5"	"8/5/2020"	"North America"	"1080p"	303649	2440	1379	13	1973	"N"	2046	204184	99465	1713
"6r7wn1985871k3"	"12/2/2020"	"South Asia"	"480p"	418950	1051	500	20	1239	"Y"	1088	254998	163952	271
"8w2jx4549367y1"	"3/10/2020"	"North America"	"720p"	298544	2248	1169	29	1676	"N"	628	195584	102960	327
"0e4ip7484855n5"	"10/13/2020"	"South America"	"1080p"	282444	2596	1216	71	1696	"N"	95	210921	71523	94
"4y6qu1000279l2"	"9/3/2020"	"Southeast Asia"	"1080p"	297873	2471	1207	47	1585	"N"	2974	194847	103026	2450
"3y1bg0683275h7"	"1/22/2020"	"Eastern Asia"	"1080p"	362950	2832	1131	52	2041	"N"	119	206794	156156	103
"3l8mp6000007t7"	"1/31/2020"	"Eastern Asia"	"1080p"	299612	3129	1215	62	1806	"N"	2034	157931	141681	1691
"6v0hm3219607o3"	"5/22/2020"	"Eastern Europe"	"1080p"	383345	2696	1097	125	1638	"N"	304	192133	191212	259
"7z1pr5560791k7"	"9/17/2020"	"Western Europe"	"144p"	404618	1072	534	6	737	"N"	730	252269	152349	41
"2t8uz3721048d7"	"5/16/2020"	"South America"	"1080p"	331817	2694	1229	58	1520	"N"	441	186395	145422	364
"0o0jq7649467p5"	"11/28/2020"	"South Europe"	"720p"	432219	2647	1129	28	1601	"N"	147	258597	173622	87
"9x7la4142157e7"	"7/7/2020"	"Middle East"	"720p"	262654	657	358	28	1313	"Y"	185	176379	86275	83
"9g5hi7443792h8"	"1/12/2020"	"Central Africa"	"480p"	342483	1604	762	2	1467	"N"	1325	228170	114313	323
"7q7cn0370796z6"	"10/21/2020"	"North America"	"1080p"	294187	2040	1307	46	1713	"N"	832	179350	114837	693
"7o7ha7992370q6"	"7/17/2020"	"North America"	"1080p"	373776	2069	1277	12	1879	"N"	396	211574	162202	339
"7s4ov0455523w5"	"3/23/2020"	"South America"	"1080p"	321344	2671	1094	21	1909	"N"	271	149499	171845	220
"2h3cy1812644n6"	"3/30/2020"	"Western Europe"	"1080p"	322994	2820	1087	60	1734	"N"	637	214363	108631	541
"6s7jq7439912u6"	"12/8/2020"	"Eastern Europe"	"1080p"	326676	2807	1321	7	1703	"N"	730	190858	135818	624
"2v5pd4673464p0"	"3/21/2020"	"North America"	"720p"	348819	2698	1186	47	1819	"N"	2347	211612	137207	1225
"1v5fu6490443q6"	"3/28/2020"	"South Europe"	"480p"	332216	1472	814	33	1508	"N"	1185	168535	163681	290
"4u5tn9379940q7"	"11/7/2020"	"Central Europe"	"720p"	340735	2502	1160	49	1574	"N"	546	204715	136020	304
"6p5vg5250092m0"	"7/4/2020"	"Eastern Asia"	"1080p"	338022	2435	1137	7	1854	"N"	864	198287	139735	728
"7m0kq0410322o1"	"9/18/2020"	"North America"	"1080p"	224704	2322	1199	10	1854	"N"	888	177004	47700	739
"6q1ca2268819l0"	"12/4/2020"	"Middle East"	"1080p"	282832	2539	1109	106	1975	"N"	1186	198866	83966	979
"3y3co8453115u2"	"9/30/2020"	"Eastern Asia"	"720p"	256578	2233	1259	26	1684	"N"	1396	139721	116857	762
"2c0ap9526564n9"	"5/8/2020"	"Eastern Asia"	"480p"	310814	1528	722	15	1515	"N"	1692	196016	114798	425
"5k9ud9851742x5"	"4/4/2020"	"North America"	"240p"	332790	1185	705	30	1024	"N"	1714	227423	105367	143
"7v4iv9260675s8"	"3/28/2020"	"North America"	"1080p"	293817	2899	1133	58	1689	"N"	866	175203	118614	716
"9d2fz8015140i6"	"4/27/2020"	"Eastern Asia"	"480p"	340839	1557	822	41	1497	"N"	2191	224475	116364	565
"2a6rd5586170a2"	"12/19/2020"	"Caribbean"	"720p"	401374	2425	1284	48	1678	"N"	3590	225238	176136	1914
"2n2vu4161047o5"	"8/20/2020"	"North America"	"1080p"	364536	2428	1375	309	1890	"N"	703	219656	144880	599
"5g2yf9370309q8"	"4/21/2020"	"North America"	"720p"	383962	2483	1130	11	1360	"N"	538	260489	123473	297
"9g0hw5400431n2"	"2/27/2020"	"Middle East"	"720p"	339719	2478	1173	28	1706	"N"	624	261832	77887	332
